Name,Price,CPU,RAM,GPU,Storage,Screen Size,Screen Resolution,Panel,Screen frequency,Weight,URL
Not Found,15.990.000đ,"Intel Core i5-12500H 2.5 GHz (18M Cache, up to 4.5 GHz, 4P+8E lõi)",16GB,Intel Iris Xe Graphics,512GB M.2 NVMe PCIe 3.0 SSD,14 inches,2880 x 1800 pixels,,,,https://cellphones.com.vn/laptop-asus-vivobook-14-oled-a1405za-km264w.html
Not Found,23.490.000đ,"AMD Ryzen 7 7435HS 3.1GHz (20MB Cache, up to 4.5 GHz, 8 cores, 16 Threads)",16GB,NVIDIA GeForce RTX 4050 6GB GDDR6,512GB PCIe 4.0 NVMe M.2 SSD (Nâng cấp tối đa 2TB),15.6 inches,1920 x 1080 pixels (FullHD),,,,https://cellphones.com.vn/laptop-asus-tuf-gaming-a15-fa507nur-lp101w.html
Not Found,14.990.000đ,"Intel Core i7-1255U (1.7 GHz, 12M Cache, up to 4.7 GHz, 10 lõi)",16GB,Intel Iris Xe Graphics,512GB M.2 NVMe PCIe 3.0 SSD,14 inches,1920 x 1080 pixels (FullHD),,,,https://cellphones.com.vn/laptop-asus-vivobook-14-x1404za-nk389w.html
Not Found,26.790.000đ,"AMD Ryzen™ 7 7735HS (8 nhân/16 luồng, Bộ nhớ đệm 16MB L3, tăng tốc hiệu năng tối đa lên tới 4.7 GHz)",16GB,NVIDIA® GeForce RTX™ 4060,1TB PCIe® 4.0 NVMe™ M.2 SSD,15.6 inches,1920 x 1080 pixels (FullHD),,,,https://cellphones.com.vn/laptop-asus-tuf-gaming-a15-fa507nv-lp061w.html
Not Found,23.990.000đ,"Intel Core Ultra 5 125H 1.2 GHz (18MB Cache, up to 4.5 GHz, 14 lõi, 18 luồng)",16GB,Intel Arc Graphics,1TB M.2 NVMe PCIe 4.0 SSD,14 inches,2880 x 1800 pixels,,,,https://cellphones.com.vn/laptop-asus-vivobook-s-14-oled-s5406ma-pp136w.html
Not Found,25.490.000đ,"Intel® Core™ Ultra 5 125H 1.2 GHz (18MB Cache, tối đa 4.5 GHz, 14 nhân, 18 luồng); Intel® AI Boost NPU",16GB,Intel® Arc Graphics,512GB M.2 NVMe PCIe 4.0 SSD,14 inches,2880 x 1800 pixels,,,,https://cellphones.com.vn/laptop-asus-zenbook-14-oled-ux3405ma-pp151w.html
Not Found,31.290.000đ,"Intel Core Ultra 7 255H 2.0 GHz (24MB Cache, up to 5.1 GHz, 16 lõi, 16 luồng)",32GB,Intel Arc Graphics,1TB M.2 NVMe PCIe 4.0 SSD,16 inches,2880 x 1800 pixels,,,,https://cellphones.com.vn/laptop-asus-vivobook-s-16-s5606ca-ri115ws.html
Not Found,14.990.000đ,"Intel Core i7-1355U (1.7 GHz, 12M Cache, up to 5.0 GHz, 10 lõi)",8GB,Intel UHD Graphics,512GB M.2 2280 NVMe PCIe 4.0 SSD,14 inches,1920 x 1080 pixels (FullHD),,,,https://cellphones.com.vn/laptop-asus-expertbook-b1402cva-nk0157w.html
Not Found,53.990.000đ,"AMD Ryzen AI 9 HX 370 2.0GHz (36MB Cache, up to 5.1GHz, 12 lõi, 24 luồng)",32GB,NVIDIA GeForce RTX 5060 8GB GDDR7AMD Radeon Graphics,"1TB PCIe 4.0 NVMe M.2 SSD (1 Khe cắm M.2 hỗ trợ SATA hoặc NVMe, tối đa 2TB)",14 inches,2880 x 1800 pixels,,,,https://cellphones.com.vn/laptop-asus-rog-zephyrus-g14-ga403wm-qs051ws-ryzen-ai-9.html
Not Found,13.290.000đ,"Intel Core i5-1235U (1.7 GHz, 12M Cache, up to 4.4 GHz, 12 lõi)",16GB,Intel UHD Graphics,512GB M.2 2280 NVMe PCIe 4.0 SSD,14 inches,1920 x 1080 pixels (FullHD),,,,https://cellphones.com.vn/laptop-asus-expertbook-b1402cba-nk2669w.html
Not Found,29.390.000đ,Intel® Core™ Ultra 7 155H,32GB,Intel® Arc™ Graphics,1TB M.2 NVMe™ PCIe® 4.0 SSD,14 inches,2880 x 1800 pixels,,,,https://cellphones.com.vn/laptop-asus-zenbook-14-oled-ux3405ma-pp152w.html
Not Found,37.990.000đ,"AMD Ryzen AI 9 HX 370 2.0GHz (36MB Cache, up to 5.1GHz, 12 cores, 24 Threads)  AMD Ryzen AI up to 81 TOPs",16GB,NVIDIA GeForce RTX 4060 8GB GDDR6 AMD Radeon Graphics,1TB PCIe 4.0 NVMe M.2 SSD (Hỗ trợ nâng cấp tối đa 2TB),14 inches,2560 x 1600 pixels (2K),,,,https://cellphones.com.vn/laptop-asus-tuf-gaming-a14-fa401wv-rg062ws.html
Not Found,28.990.000đ,"Intel Core Ultra 7 258V 32GB 1.8 GHz (12MB Cache, up to 4.8 GHz, 8 lõi, 8 luồng)",32GB,Intel Arc 140V GPU,1TB M.2 2280 NVMe PCIe 4.0 SSD,14 inches,2560 x 1600 (WQXGA),,,,https://cellphones.com.vn/laptop-asus-expertbook-p5-p5405csa-nz0017w.html
Not Found,27.890.000đ,"AMD Ryzen AI 7 350 2.0GHz (24MB Cache, up to 5.0GHz, 8 lõi, 16 luồng)",32GB,AMD Radeon Graphics,512GB M.2 NVMe PCIe 4.0 SSD,14 inches,2880 x 1800 pixels,,,,https://cellphones.com.vn/laptop-asus-zenbook-14-um3406ka-pp555ws-ryzen-ai-7.html
Not Found,8.990.000đ,"Intel Core i3-1215U (1.2 GHz - 4.4 GHz, 10MB, 6 nhân / 8 luồng)",8GB,Intel UHD Graphics,256GB SSD M.2 NVMe,14 inches,1920 x 1080 pixels (FullHD),,,,https://cellphones.com.vn/laptop-asus-vivobook-14-x1404za-nk075w.html
Not Found,17.990.000đ,"Intel Core 5 210H 2.2 GHz (12MB Cache, up to 4.8 GHz, 8 lõi, 12 luồng)",16GB,Intel UHD Graphics,512GB M.2 NVMe PCIe 4.0 SSD,14 inches,1920 x 1200 pixels (WUXGA),,,,https://cellphones.com.vn/laptop-asus-vivobook-s14-s3407va-ly146w.html
Not Found,54.990.000đ,"Intel Core Ultra 9 275HX 2.7 GHz (36MB Cache, up to 5.4 GHz, 24 lõi, 24 luồng)",32GB,"NVIDIA GeForce RTX 5080 16GB GDDR7, ROG Boost: 1550MHz* ở 175W (Xung nhịp tăng cường 1500MHz + OC 50MHz, Tăng cường động 150W + 25W)Intel UHD Graphics","1TB PCIe 4.0 NVMe M.2 SSD (2 Khe cắm M.2 hỗ trợ cả SATA hoặc NVMe, tối đa 2TB)",18 inches,2560 x 1600 (WQXGA),,,,https://cellphones.com.vn/laptop-asus-rog-strix-g18-g815lw-s9164w.html
Not Found,14.890.000đ,Intel® Core™ i5-1135G7,8GB,Intel Iris Xᵉ Graphics,512GB M.2 NVMe™ PCIe® 3.0 SSD,14 inches,1920 x 1080 pixels (FullHD),,,,https://cellphones.com.vn/laptop-asus-vivobook-a415ea-eb1474w.html
Not Found,Liên hệ để báo giá,"Intel Core i5-13500H 2.6 GHz (18MB Cache, up to 4.7 GHz, 12 lõi, 16 luồng)",16GB,Intel UHD Graphics,512GB M.2 2280 NVMe PCIe 4.0 SSD,14 inches,1920 x 1080 pixels (FullHD),,,,https://cellphones.com.vn/laptop-asus-expertbook-p1-p1403cva-i5se16-63ws.html
Not Found,24.990.000đ,Intel Core i7-9750H 2.6GHz up to 4.5GHz 12MB,8GB,NVIDIA GeForce GTX 1650 4GB GDDR5 + Intel UHD Graphics 630,1TB HDD - 256GB SSD,15.6 inches,1920 x 1080 pixels (FullHD),,,,https://cellphones.com.vn/laptop-asus-gaming-rog-strix-g531gt-al030t.html
Not Found,Liên hệ để báo giá,"Intel Core i5-13500H 2.6 GHz (18MB Cache, up to 4.7 GHz, 12 lõi, 16 luồng)",16GB,Intel UHD Graphics,512GB M.2 2280 NVMe PCIe 4.0 SSD,15.6 inches,1920 x 1080 pixels (FullHD),,,,https://cellphones.com.vn/laptop-asus-expertbook-p1-p1503cva-i5se16-63ws.html
Not Found,Liên hệ để báo giá,"Intel Core i9 14900HX 2.2 GHz (36MB Cache, up to 5.8 GHz, 24 lõi, 32 luồng)",32GB,NVIDIA GeForce RTX 4060 (233 AI TOPs) 8GB GDDR6,1TB PCIe 4.0 NVMe M.2 SSD 2x DDR5 SO-DIMM slots 2x M.2 PCIe,18 inches,2560 x 1600 pixels (2K),,,,https://cellphones.com.vn/laptop-asus-rog-strix-g18-g814jvr-n6089w.html
Not Found,Liên hệ để báo giá,"Intel Core i5-1335U 1.3GHz (12MB Cache, up to 4.6GHz)",8GB,Intel Iris Xe Graphics,"256GB M.2 NVMe PCIe 4.0 SSD (1 khe cắm, hỗ trợ M.2 2280 PCIe 4.0x4)",14 inches,1920 x 1080 pixels (FullHD),,,,https://cellphones.com.vn/laptop-asus-vivobook-14-x1404va-nk125w.html
Not Found,Liên hệ để báo giá,"Intel Core i7-13700H 2.4 GHz (24MB Cache, up to 5.0 GHz, 14 lõi, 20 luồng)",16GB,Intel UHD Graphics,512GB M.2 2280 NVMe PCIe 4.0 SSD,15.6 inches,1920 x 1080 pixels (FullHD),,,,https://cellphones.com.vn/laptop-asus-expertbook-p1-p1503cva-i7se16-63ws.html
Not Found,28.990.000đ,Intel Core i5 10300H,,Geforce GTX 1650Ti 4GB,"512GB SSD NVMe M.2 PCIe Gen 3 x 2, 1 slot SSD NVMe M.2 PCIe Gen3 X4 hoặc M.2 SATA III",15.6 inches,1920 x 1080 pixels (FullHD),,,,https://cellphones.com.vn/laptop-asus-gaming-rog-strix-g512-ihn281t.html
Not Found,Liên hệ để báo giá,"AMD Ryzen 9 8945H (4GHz, 24MB Cache, up to 5.2 GHz, 8 lõi / 16 luồng)",16GB,NVIDIA GeForce RTX 4060 8GB GDDR6 AMD Radeon Graphics,512GB PCIe 4.0 NVMe M.2 SSD (1 khe M.2 trống nâng cấp tối đa đến 2TB),15.6 inches,1920 x 1080 pixels (FullHD),,,,https://cellphones.com.vn/laptop-asus-tuf-gaming-a15-fa507uv-lp090w.html
Not Found,Liên hệ để báo giá,"Intel Core i5-1335U (1.3 GHz, 12M Cache, up to 4.6 GHz, 10 lõi)",16GB,Intel UHD Graphics,512GB M.2 2280 NVMe PCIe 4.0 SSD,15.6 inches,1920 x 1080 pixels (FullHD),,,,https://cellphones.com.vn/laptop-asus-expertbook-b1-b1502cva-nj0175w.html
Not Found,Liên hệ để báo giá,"Intel Core i7-1355U (1.7 GHz, 12M Cache, up to 5.0 GHz, 10 lõi)",16GB,Intel UHD Graphics,512GB M.2 2280 NVMe PCIe 4.0 SSD,14 inches,1920 x 1080 pixels (FullHD),,,,https://cellphones.com.vn/laptop-asus-expertbook-b1402cva-nk0177w.html
Not Found,10.990.000đ,"Intel Core i3-1315U (1.2 GHz, 10M Cache, up to 4.5 GHz, 6 lõi)",8GB,Intel UHD Graphics,512GB M.2 2280 NVMe PCIe 4.0 SSD,15.6 inches,1920 x 1080 pixels (FullHD),,,,https://cellphones.com.vn/laptop-asus-expertbook-b1-b1502cva-nj0149w.html
Not Found,Liên hệ để báo giá,"Intel Core i5-1335U (1.3 GHz, 12M Cache, up to 4.6 GHz, 10 lõi)",16GB,Intel UHD Graphics,512GB M.2 2280 NVMe PCIe 4.0 SSD,14 inches,1920 x 1080 pixels (FullHD),,,,https://cellphones.com.vn/laptop-asus-expertbook-b1-b1402cva-nk0176w.html
Not Found,Liên hệ để báo giá,"Intel Core Ultra 5 125H 1.2 GHz (18MB Cache, up to 4.5 GHz, 14 lõi, 18 luồng)",16GB,Intel Arc Graphics,1TB M.2 NVMe PCIe 4.0 SSD,14 inches,2880 x 1800 pixels,,,,https://cellphones.com.vn/laptop-asus-vivobook-s-14-oled-s5406ma-pp161w.html
Not Found,Liên hệ để báo giá,"Intel Core i9 14900HX 2.2 GHz (36MB Cache, up to 5.8 GHz, 24 lõi, 32 luồng)",64GB,NVIDIA GeForce RTX 4090 (686 AI TOPs) 16GB GDDR6Intel UHD Graphics,2TB (1TB + 1TB PCIe 4.0 NVMe M.2 SSD (RAID 0))2x DDR5 SO-DIMM 2x M.2 PCIe,18 inches,2560 x 1600 (WQXGA),,,,https://cellphones.com.vn/laptop-asus-rog-strix-scar-18-g834jyr-r6199.html
Not Found,Liên hệ để báo giá,Intel Core i7 Tiger Lake - 11370H 4 nhân 8 luồng,16GB,"NVIDIA GeForce RTX 3060, 6 GB GDDR6",512 GB SSD NVMe PCIe,15.6 inches,1920 x 1080 pixels (FullHD),,,,https://cellphones.com.vn/laptop-asus-tuf-gaming-fx516pm-hn023t.html
Not Found,Liên hệ để báo giá,AMD Ryzen 5 3550H 2.1GHz up to 3.7GHz 4MB,8GB,AMD Radeon RX 560X 4GB GDDR5 + Radeon™ Vega 8 Graphics,1TB HDD (1 slot SSD M.2 NVMe),15.6 inches,1920 x 1080 pixels (FullHD),,,,https://cellphones.com.vn/laptop-asus-gaming-fx505dy-al175t.html
Not Found,Liên hệ để báo giá,"Intel Core i7-13620H 2.4 GHz (24MB Cache, up to 4.9 GHz, 10 lõi, 16 luồng)",16GB,Intel UHD Graphics,512GB M.2 NVMe PCIe 4.0 SSD,16 inches,1920 x 1200 pixels (WUXGA),,,,https://cellphones.com.vn/laptop-asus-vivobook-s16-s3607va-rp056ws.html
Not Found,Liên hệ để báo giá,"Intel Core i5-1340P (1.9 GHz, 12M Cache, up to 4.6 GHz, 12 lõi)",16GB,Intel Iris Xe Graphics,512GB M.2 2280 NVMe PCIe 4.0 SSD,16 inches,3840 x 2400 pixel (4K),,,,https://cellphones.com.vn/laptop-asus-expertbook-b5-b5602cva-l20164w.html
Not Found,Liên hệ để báo giá,"AMD Ryzen 5 7530U (6 lõi / 12 luồng, 16MB cache, up to 4.3 GHz max boost)",16GB,AMD Radeon Graphics,512GB M.2 NVMe PCIe 3.0 SSD,15.6 inches,1920 x 1080 pixels (FullHD),,,,https://cellphones.com.vn/laptop-asus-vivobook-15x-oled-m3504ya-l1268w.html
Not Found,43.990.000đ,"Intel Core i7-13650HX 2.6 GHz 24M Cache, up to 4.9 GHz, 14 lõi: 6 P-cores and 8 E-cores)",16GB,NVIDIA GeForce RTX 4070 8GB GDDR6Intel UHD Graphics,512GB PCIe 4.0 NVMe M.2 SSD (Nâng cấp tối đa 2TB),16 inches,2560 x 1600 (WQXGA),,,,https://cellphones.com.vn/laptop-asus-rog-strix-g16-g614ji-n4125w.html
Not Found,Liên hệ để báo giá,"Intel Core Ultra 5 125H 1.2 GHz (18MB Cache, up to 4.5 GHz, 14 lõi, 18 lõi)",16GB,Intel Arc Graphics,512GB M.2 NVMe PCIe 4.0 SSD,14 inches,2880 x 1800 pixels,,,,https://cellphones.com.vn/laptop-asus-vivobook-s-14-oled-s5406ma-pp219ws.html
Not Found,Liên hệ để báo giá,"Intel Core i7-13700H 2.4 GHz (24MB Cache, up to 5.0 GHz, 14 lõi, 20 luồng)",16GB,Intel UHD Graphics,512GB M.2 2280 NVMe PCIe 4.0 SSD,14 inches,1920 x 1080 pixels (FullHD),,,,https://cellphones.com.vn/laptop-asus-expertbook-p1-p1403cva-i7se16-63ws.html
Not Found,Liên hệ để báo giá,"13th Gen Intel Core i7-13650HX 2.6 GHz 24M  Cache, up to 4.9 GHz, 14 lõi: 6 P-cores and 8 E-cores)",32GB,NVIDIA GeForce RTX 4060 8GB GDDR6 (233 AI TOPs) Intel UHD Graphics,"1TB PCIe 4.0 NVMe M.2 SSD (2 Khe cắm M.2 hỗ trợ SATA hoặc NVMe, nâng cấp tối đa 2TB)",18 inches,2560 x 1600 (WQXGA),,,,https://cellphones.com.vn/laptop-asus-rog-strix-g18-g814jv-n6077w.html
Not Found,Liên hệ để báo giá,"Intel Core i7-1360P (2.2 GHz, 18M Cache, up to 5.0 GHz, 12 lõi)",16GB,Intel Iris Xe Graphics,512GB M.2 2280 NVMe PCIe 4.0 SSD,14 inches,1920 x 1080 pixels (FullHD),,,,https://cellphones.com.vn/laptop-asus-expertbook-b5-b5402cva-ki0229w.html
Not Found,Liên hệ để báo giá,"Intel Core i5-1340P (1.9 GHz, 12M Cache, up to 4.6 GHz, 12 lõi)",16GB,Intel Iris Xe Graphics,512GB M.2 2280 NVMe PCIe 4.0 SSD,14 inches,1920 x 1080 pixels (FullHD),,,,https://cellphones.com.vn/laptop-asus-expertbook-b5-b5402cva-ki0123w.html
Not Found,Liên hệ để báo giá,"Intel Core i7-1355U (1.7 GHz, 12M Cache, up to 5.0 GHz, 10 lõi)",8GB,Intel UHD Graphics,512GB M.2 2280 NVMe PCIe 4.0 SSD,15.6 inches,1920 x 1080 pixels (FullHD),,,,https://cellphones.com.vn/laptop-asus-expertbook-b1-b1502cva-nj0148w.html
Not Found,29.490.000đ,"Intel Core Ultra 5 226V 16GB 1.6 GHz (8MB Cache, up to 4.5 GHz, 8 lõi, 8 luồng)",16GB,Intel Arc 130V GPU,1TB M.2 2280 NVMe PCIe 4.0 SSD,14 inches,2560 x 1600 (WQXGA),,,,https://cellphones.com.vn/laptop-asus-expertbook-p5-p5405csa-nz0451w.html
Not Found,Liên hệ để báo giá,"Intel Core i7-13650HX 2.6 GHz 24M  Cache, up to 4.9 GHz, 14 cores: 6 P-cores and 8 E-cores)",16GB,NVIDIA GeForce RTX 4060 8GB GDDR6 (233 AI TOPs)Intel UHD Graphics,"1TB PCIe 4.0 NVMe M.2 SSD (2 Khe cắm M.2 hỗ trợ SATA hoặc NVMe, nâng cấp tối đa 2TB)",16 inches,1920 x 1200 pixels (WUXGA),,,,https://cellphones.com.vn/laptop-asus-rog-strix-g16-g614jv-n3514w.html
Not Found,Liên hệ để báo giá,Intel Core i3 Ice Lake - 1005G1,4GB,Intel UHD Graphics,512 GB SSD NVMe PCIeHỗ trợ khe cắm HDD SATA,14 inches,1920 x 1080 pixels (FullHD),,,,https://cellphones.com.vn/laptop-asus-x409ja-ek015t.html
Not Found,Liên hệ để báo giá,Core i5 1035G1,4GB,Intel Graphics UHD,1TB HDD,15.6 inches,1920 x 1080 pixels (FullHD),,,,https://cellphones.com.vn/laptop-asus-x509ja-ej020t.html
Not Found,Liên hệ để báo giá,Ryzen 9 5900Hs,16GB,Geforce RTX 3060 MaxQ 6GB,1 TB SSD,14 inches,,,,,https://cellphones.com.vn/laptop-asus-gaming-rog-zephyrus-g14-ga401qm-211-zg14.html
Not Found,Liên hệ để báo giá,"Intel Core i7-13620H 2.4 GHz (24M  Cache, up to 4.9 GHz, 10 cores: 6 P-cores and 4 E-cores)",16GB,NVIDIA GeForce RTX 4050 6GB GDDR6 Intel Iris Xe Graphics,"512GB PCIe 4.0 NVMe M.2 SSD (Khe cắm M.2 hỗ trợ SATA hoặc NVMe, hỗ trợ nâng cấp tối đa 2TB)",15.6 inches,1920 x 1080 pixels (FullHD),,,,https://cellphones.com.vn/laptop-asus-tuf-gaming-f15-fx507vu-lp197w-16gb.html
